legacy_alias,current_portion,candidate_rank,cnf_food_id,score,cnf_fr,cnf_en,kcal_100g,protein_100g,carbs_100g,fat_100g
chocolat chaud,1 tasse,3,4776,1.133,"Chocolat chaud avec guimauves, mélange sec","Hot chocolate with marshmallows, powder, mix",400,2.8,75,15
chocolat chaud,1 tasse,4,2871,1.086,"Chocolat chaud, mélange sec, préparé avec eau","Hot chocolate, mix, powder, prepared with water",55,0.92,11.54,0.55
chocolat chaud,1 tasse,5,2953,1.086,"Chocolat chaud, avec édulcorant artificiel, mélange sec","Hot chocolate, with artificial sweetener, mix, powder",377,15.49,71.93,3
pizza,2 pointes,1,7273,1.05,"Pizza roulée, congelée, non préparée","Pizza roll, frozen, unprepared",328,8.73,50.72,9.98
pizza,2 pointes,2,4962,0.967,"Pizza, fromage et pepperoni, congelée, cuite","Pizza, cheese and pepperoni, frozen, cooked",254.665322593,11.582795044,32.6014547,8.658702624
pizza,2 pointes,3,5860,0.967,"Pizza avec fromage, croûte régulière, congelée, cuite","Pizza, cheese, regular crust, frozen, cooked",260.685346392,11.901932105,33.112684485,8.958542226
pizza,2 pointes,4,5861,0.967,"Pizza avec fromage, croûte lève-au-four, congelée, cuite","Pizza, cheese, rising crust, frozen, cooked",260,12.37,32.91,8.78
pizza,2 pointes,5,7130,0.967,"Pizza avec fromage, croûte mince, congelée, cuite","Pizza, cheese, thin crust, frozen, cooked",276.229547741,11.730577896,30.470467448,11.936151818
poutine,1 portion,1,6772,3,Poutine,Poutine,226,7.494,15.245,15.312
hamburger,1,1,2351,0.733,"Marinades, relish, hambourgeois","Pickle relish, hamburger",129,0.63,34.48,0.54
hamburger,1,2,3985,0.6,"Pain, petit pain, à hamburger / à hot-dog, nature","Roll, hamburger / hot dog, plain",279,9.77,50.12,3.91
hamburger,1,3,3986,0.6,"Pain, petit pain, à hamburger / à hot-dog, multigrains","Roll, hamburger / hot dog, multigrain",263,9.6,44.6,6
hamburger,1,4,3987,0.567,"Pain, petit pain, à hamburger / à hot-dog, réduit en Calories","Roll, hamburger / hot dog, Calorie-reduced",196,8.3,42.1,2
hamburger,1,5,7665,0.567,"Pain, petit pain, à hamburger / à hot-dog, blé concassé","Roll, hamburger / hot dog, cracked wheat",269,11.69,47.31,3.61
cheeseburger,1,1,7271,0.567,"Pâtes, mélange, macaroni boeuf et fromage classique, non préparé","Pasta mix, classic cheeseburger macaroni, unprepared",349,11.6,71.51,1.88
cheeseburger,1,2,4616,0.5,"Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 1 galette, nature","Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, plain",308,16.51,28.03,14.72
cheeseburger,1,3,4619,0.5,"Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes, nature","Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, plain",308,17.16,20.8,17.4
cheeseburger,1,4,4623,0.5,"Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, nature","Fast foods, sandwiches and burgers, cheeseburger, large, single patty, plain",310,17.29,24.07,15.97
cheeseburger,1,5,4628,0.5,"Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 3 galettes, nature","Fast foods, sandwiches and burgers, cheeseburger, large, triple patty, plain",310,18.2,16.16,19.17
hot dog,1,1,2339,0.9,"Marinades, relish, chien chaud (hot-dog)","Pickle relish, hot dog",91,1.5,23.35,0.46
hot dog,1,2,3985,0.8,"Pain, petit pain, à hamburger / à hot-dog, nature","Roll, hamburger / hot dog, plain",279,9.77,50.12,3.91
hot dog,1,3,3986,0.8,"Pain, petit pain, à hamburger / à hot-dog, multigrains","Roll, hamburger / hot dog, multigrain",263,9.6,44.6,6
hot dog,1,4,4644,0.8,"Aliments prêts à manger, hot-dog (chien-chaud), nature","Fast foods, hot dog, plain",247,10.6,18.4,14.84
hot dog,1,5,3987,0.733,"Pain, petit pain, à hamburger / à hot-dog, réduit en Calories","Roll, hamburger / hot dog, Calorie-reduced",196,8.3,42.1,2
club sandwich,1,1,6753,0.982,"Sandwich club avec poulet grillé, bacon, tomates, fromage, laitue et mayonnaise","Club sandwich with grilled chicken, bacon, tomato, cheese, lettuce and mayonnaise",220,17.19,19.87,8.05
club sandwich,1,2,6796,0.982,"Sandwich club avec poulet frit, bacon, tomates, fromage, laitue et mayonnaise","Club sandwich with fried chicken, bacon, tomato, cheese, lettuce and mayonnaise",258,15.38,22.61,11.76
club sandwich,1,3,5544,0.25,"Viande, simili, tartinade à sandwich","Meatless, sandwich spread",149,8,9,9
club sandwich,1,4,6748,0.25,"Sandwich au jambon, fait maison","Sandwich, ham, homemade",214,10.982,22.922,8.488
club sandwich,1,5,6752,0.25,Sandwich chaud au poulet,"Sandwich, hot chicken",156,13.753,11.221,5.952
sandwich,1,1,6748,1.133,"Sandwich au jambon, fait maison","Sandwich, ham, homemade",214,10.982,22.922,8.488
sandwich,1,2,6752,1.133,Sandwich chaud au poulet,"Sandwich, hot chicken",156,13.753,11.221,5.952
sandwich,1,3,6747,1.05,"Sandwich aux oeufs durs, fait maison","Sandwich, egg salad, homemade",305,8.653,17.42,22.05
sandwich,1,4,6749,1.05,"Sandwich à la salade de thon, fait maison","Sandwich, tuna salad, homemade",229,12.508,20.207,10.814
sandwich,1,5,6750,1.05,"Sandwich à la salade de saumon, fait maison","Sandwich, salmon salad, homemade",210,9.898,20.207,9.895
wrap au poulet,1,1,4077,0.4,"Pâté, au poulet, commercial","Pie, chicken, commercial",246,8,24.6,12.9
wrap au poulet,1,2,6752,0.4,Sandwich chaud au poulet,"Sandwich, hot chicken",156,13.753,11.221,5.952
wrap au poulet,1,3,6762,0.4,Pad thaï au poulet,Pad thaï with chicken,128,8.681,15.193,3.425
wrap au poulet,1,4,4965,0.333,"Pâté au poulet, congelé, préparé","Chicken pot pie, frozen, prepared",204,5.11,19.21,11.85
wrap au poulet,1,5,5537,0.333,"Viande, simili, poulet","Meatless, chicken",224,23.64,3.64,12.73
burrito,1,1,6253,1,"Burrito, boeuf et haricots, congelé","Burrito, beef and bean, frozen",239,7.26,30.84,9.61
burrito,1,2,6254,1,"Burrito, haricots et fromage, congelé","Burrito, bean and cheese, frozen",221,7.07,34.01,6.3
burrito,1,3,6342,1,"Burrito, haricots et fromage, cuit au four à micro-ondes","Burrito, bean and cheese, microwaved",261,8.6,40.37,7.17
burrito,1,4,6343,1,"Burrito, boeuf et haricots, cuit au four à micro-ondes","Burrito, beef and bean, microwaved",298,8.73,38.95,11.94
burrito,1,5,4587,0.567,"Aliments prêts à manger, mexicain, burrito avec haricots","Fast foods, mexican, burrito with beans",206,6.48,32.92,6.22
quesadilla,1,1,7444,1.133,Quésadilla au fromage,Quesadilla with cheese,368,15.93,24.11,23.08
quesadilla,1,2,6780,1,Quésadilla à la viande et au fromage,Quesadilla with meat and cheese,341,16.864,21.747,20.393
quesadilla,1,3,7102,0.65,"Aliments prêts à manger, quesadilla au poulet","Fast foods, quesadilla, chicken",294,15.05,24.04,15.25
nachos,1 portion,1,4605,0.567,"Aliments prêts à manger, mexicain, nachos avec fromage","Fast foods, mexican, nachos with cheese",343,4.32,34.91,21.5
nachos,1 portion,2,4607,0.491,"Aliments prêts à manger, mexicain, nachos avec fromage, haricots, boeuf haché et tomates","Fast foods, mexican, nachos with cheese, beans, ground beef and tomatoes",219,6.21,21.39,12.48
sushi,8 morceaux,1,6763,1,"Sushi avec légumes, sans poisson","Sushi with vegetables, without fish",117,2.187,25.74,0.226
sushi,8 morceaux,2,6764,1,Sushi avec poisson et légumes,Sushi with fish and vegetables,160,4.749,33.389,0.469
pad thai,1 portion,1,6762,1.3,Pad thaï au poulet,Pad thaï with chicken,128,8.681,15.193,3.425
pad thai,1 portion,2,7961,0.511,"Met surgelé, met asiatique, poulet avec légumes et pâtes, sauce asiatique (comprend teriyaki, arachide thai, chow mein, pad thai, sésame), réchauffé","Frozen entree, Asian dish, chicken with vegetables and pasta, asian sauce (includes teriyaki, thai peanut, chow mein, pad thai, sesame),heated",114.890446819,6.767345266,17.904273859,1.800441147
pad thai,1 portion,3,7965,0.063,"Met surgelé, met asiatique, poulet, légumes et riz, sauce asiatique (comprend sésame, cajou, terriyaki, gingembre, thai), réchauffé","Frozen entree, Asian dish, chicken, vegetables and rice, asian sauce (includes sesame, cashew, terriyaki, ginger, thai), heated",109.711413055,5.855813768,18.683970748,1.28358611
sauté asiatique,1 portion,1,6769,1.3,Sauté au boeuf,Stir fry with beef,99,6.481,9.376,4.292
sauté asiatique,1 portion,2,6770,1.3,Sauté avec poulet,Stir fry with chicken,170,12.702,3.549,11.357
sauté asiatique,1 portion,3,6771,1.3,Sauté avec tofu,Stir fry with tofu,79,8.064,5.613,5.965
sauté asiatique,1 portion,4,6777,1.133,Sauté au boeuf et brocoli,Stir fry with beef and broccoli,116,10.638,3.824,6.504
sauté asiatique,1 portion,5,1693,0.25,"Poire, asiatique, crue","Pear, asian, raw",42,0.5,10.65,0.23
cari de poulet,1 bol,1,1159,0.333,"Pâté de foie de poulet, conserve","Pâté, chicken liver, canned",201,13.45,6.55,13.1
cari de poulet,1 bol,2,5537,0.333,"Viande, simili, poulet","Meatless, chicken",224,23.64,3.64,12.73
cari de poulet,1 bol,3,819,0.286,"Poulet, poulet de cornouailles, viande seulement, crue","Chicken, cornish game hens, meat only, raw",116,20.04,0,3.33
cari de poulet,1 bol,4,820,0.286,"Poulet, poulet de cornouailles, viande seulement, rôtie","Chicken, cornish game hens, meat only, roasted",134,23.3,0,3.87
cari de poulet,1 bol,5,1212,0.286,"Charcuterie, simili poulet, pain de viande","Deli-meat, mock chicken loaf",265,13.13,8.84,19.38
soupe aux légumes,2 tasses,1,6732,0.667,"Soupe, légumes, faite maison","Soup, vegetable, homemade",20,1.34,3.203,0.226
soupe aux légumes,2 tasses,2,976,0.5,"Soupe, poulet et légumes, déshydratée","Soup, chicken vegetable, dehydrated",346,18.98,55.04,5.59
soupe aux légumes,2 tasses,3,986,0.5,"Soupe, tomates et légumes, déshydratée","Soup, tomato vegetable, dehydrated",325,11.73,59.9,5.09
soupe aux légumes,2 tasses,4,987,0.5,"Soupe, légumes et boeuf, déshydratée","Soup, vegetable beef, dehydrated",344,18.91,51.74,7.2
soupe aux légumes,2 tasses,5,988,0.5,"Soupe, crème, légumes, déshydratée","Soup, cream, vegetable, dehydrated",446,8,52.1,24.1
soupe poulet nouilles,2 tasses,1,1012,0.75,"Soupe, poulet et nouilles, déshydratée","Soup, chicken noodle, dehydrated",377,15.42,62.32,6.51
soupe poulet nouilles,2 tasses,2,6735,0.75,"Soupe, poulet et nouilles, faite maison","Soup, chicken noodle, homemade",53,7.422,2.895,1.131
soupe poulet nouilles,2 tasses,3,936,0.6,"Soupe, poulet et nouilles, conserve, condensée","Soup, chicken noodle, canned, condensed",48,2.81,6.27,1.29
soupe poulet nouilles,2 tasses,4,935,0.5,"Soupe, poulet et nouilles, prête-à-servir","Soup, chicken noodle, ready-to-serve",38,2.41,4.74,1.01
soupe poulet nouilles,2 tasses,5,1108,0.5,"Soupe, poulet et nouilles, déshydratée, eau ajoutée","Soup, chicken noodle, dehydrated, water added",23,0.84,3.67,0.55
soupe tomate,2 tasses,1,985,1.05,"Soupe, tomates, déshydratée","Soup, tomato, dehydrated",360,8.63,68.3,8.35
soupe tomate,2 tasses,2,1121,1,"Soupe, tomates, conserve, condensée","Soup, tomato, canned, condensed",66,1.64,13.83,0.5
soupe tomate,2 tasses,3,986,0.967,"Soupe, tomates et légumes, déshydratée","Soup, tomato vegetable, dehydrated",325,11.73,59.9,5.09
soupe tomate,2 tasses,4,1094,0.967,"Soupe, tomates, déshydratée, eau ajoutée","Soup, tomato, dehydrated, water added",38,0.93,7.17,0.61
soupe tomate,2 tasses,5,7413,0.967,"Soupe, tomates, prête-à-servir","Soup, tomato, ready-to-serve",57,0.87,10.29,1.41
omelette,3 œufs,1,6716,0.6,"Oeuf, poule, omelette, avec fromage","Egg, chicken, omelet, with cheese",182,11.91,3.764,13.613
omelette,3 œufs,2,133,0.543,"Oeuf, poule, entier, cuit, brouillé ou omelette","Egg, chicken, whole, cooked, scrambled or omelet",153,10.388,3.047,11.394
omelette,3 œufs,3,6715,0.491,"Oeuf, poule, omelette espagnole, avec oignon, poivrons verts, tomates et champignons","Egg, chicken, Spanish omelet, with onion, peppers, tomatoes and mushrooms",110,5,4.675,8.377
omelette,3 œufs,4,6714,0.477,"Oeuf, poule, omelette de l'Ouest (''Western''), avec poivrons verts, oignons et jambon","Egg, chicken, Western omelet, with peppers, onion and ham",150,10.82,3.335,10.707
grilled cheese,1,1,2,0.4,Soufflé au fromage,Cheese souffle,204,9.54415,5.911,15.7047
grilled cheese,1,2,7071,0.4,Pain au fromage,"Bread, cheese",408,10.42,44.83,20.83
grilled cheese,1,3,7444,0.4,Quésadilla au fromage,Quesadilla with cheese,368,15.93,24.11,23.08
grilled cheese,1,4,18,0.333,Fromage bleu,"Cheese, blue",353,21.4,2.34,28.74
grilled cheese,1,5,19,0.333,Fromage brick,"Cheese, brick",395,24.46,4.74,30.958
mac and cheese,2 tasses,1,4919,1.55,"Macaroni au fromage, conserve","Macaroni and cheese, canned entree",82,3.38,11.52,2.46
mac and cheese,2 tasses,2,7141,1.133,"Macaroni au fromage, mélange en boîte avec sauce au fromage, préparé","Macaroni and cheese, box mix with cheese sauce, prepared",164,6.68,23.1,4.99
mac and cheese,2 tasses,3,7140,1.1,"Macaroni au fromage, mélange en boîte avec sauce au fromage, non préparé","Macaroni and cheese, box mix with cheese sauce, unprepared",334,12.73,46.66,10.67
mac and cheese,2 tasses,4,7099,0.829,"Met surgelé, pâtes, macaroni au fromage, réchauffé","Frozen entree, pasta, macaroni and cheese, heated",149.988362685,5.716244846,20.049570731,5.213900042
mac and cheese,2 tasses,5,7956,0.733,"Met surgelé, pâtes, macaroni au fromage, extra riche, réchauffé","Frozen entree, pasta, macaroni and cheese, extra rich, heated",180.424222269,7.015850356,23.693376601,6.398590494
fish and chips,1 portion,1,6709,0.4,"Poisson, en pâte à frire, frit","Fish, battered and fried",197,16.91,6.234,11.194
fish and chips,1 portion,2,6764,0.333,Sushi avec poisson et légumes,Sushi with fish and vegetables,160,4.749,33.389,0.469
fish and chips,1 portion,3,2995,0.286,"Poisson, caviar, noir et rouge, granuleux","Fish, caviar, black and red, granular",264,24.6,4,17.9
fish and chips,1 portion,4,3001,0.286,"Poisson, tambour brésilien, pané et frit","Fish, croaker, Atlantic, breaded and fried",221,18.2,7.54,12.67
fish and chips,1 portion,5,2999,0.25,"Poisson, morue de l'Atlantique, déshydratée et salée","Fish, cod (scrod), Atlantic, dried and salted",290,62.82,0,2.37
ailes de poulet,10 ailes,1,1159,0.333,"Pâté de foie de poulet, conserve","Pâté, chicken liver, canned",201,13.45,6.55,13.1
ailes de poulet,10 ailes,2,5537,0.333,"Viande, simili, poulet","Meatless, chicken",224,23.64,3.64,12.73
ailes de poulet,10 ailes,3,819,0.286,"Poulet, poulet de cornouailles, viande seulement, crue","Chicken, cornish game hens, meat only, raw",116,20.04,0,3.33
ailes de poulet,10 ailes,4,820,0.286,"Poulet, poulet de cornouailles, viande seulement, rôtie","Chicken, cornish game hens, meat only, roasted",134,23.3,0,3.87
ailes de poulet,10 ailes,5,1212,0.286,"Charcuterie, simili poulet, pain de viande","Deli-meat, mock chicken loaf",265,13.13,8.84,19.38
nuggets de poulet,10 morceaux,1,7653,1.2,"Poulet, croquette, panure de blé entier","Chicken nuggets, whole grain breading",270,15.67,22.86,12.9
nuggets de poulet,10 morceaux,2,7035,1.022,"Poulet, croquette, viande blanche, précuite, congelée, non réchauffée","Chicken nuggets, white meat, pre-cooked, frozen, not heated",261,14.36,16.24,15.42
nuggets de poulet,10 morceaux,3,7034,0.982,"Poulet, croquette, viande blanche et brune, précuite, congelée, non réchauffée","Chicken nuggets, dark and white meat, pre-cooked, frozen, not heated",268,12.02,16.09,17.31
nuggets de poulet,10 morceaux,4,4954,0.954,"Croquettes de poulet, macaroni au fromage, maïs en sauce et pouding au chocolat, congelé","Chicken nuggets, macaroni in cheese sauce, corn in a seasoned sauce and chocolate pudding, frozen",178,7.2,19.77,7.78
nuggets de poulet,10 morceaux,5,1159,0.333,"Pâté de foie de poulet, conserve","Pâté, chicken liver, canned",201,13.45,6.55,13.1
gyros,1 pita,1,6758,0.511,"Aliments prêts à manger, sandwichs et burgers, donair ou gyro","Fast foods, sandwiches and burgers, donair or gyro sandwich",171,12.76,19.058,4.398
salade de pâtes,2 tasses,1,6744,1.1,"Salade de pâtes avec légumes, préparée avec vinaigrette italienne, faite maison","Pasta salad with vegetables, prepared with Italian dressing, homemade",132,2.746,17.982,5.564
salade de pâtes,2 tasses,2,5516,0.4,"Vinaigrette, salade de chou","Salad dressing, coleslaw",404,0.85,22.4,34.53
salade de pâtes,2 tasses,3,3086,0.333,"Thon, salade",Tuna salad,187,16.04,9.41,9.26
salade de pâtes,2 tasses,4,4874,0.333,"Pâtes, nouilles de riz, cuites","Pasta, rice noodles, cooked",108,1.79,24.01,0.2
salade de pâtes,2 tasses,5,4888,0.333,"Pâtes, nouilles de riz, sèches","Pasta, rice noodles, dry",364,5.95,80.18,0.56
huile d olive,1 c. à soupe,1,418,1.133,"Huile végétale, arachide","Vegetable oil, peanut",885,0,0,100
huile d olive,1 c. à soupe,2,419,1.133,"Huile végétale, soya","Vegetable oil, soybean",885,0,0,100
huile d olive,1 c. à soupe,3,422,1.133,"Huile végétale, olive","Vegetable oil, olive",885,0,0,100
huile d olive,1 c. à soupe,4,423,1.133,"Huile végétale, palme","Vegetable oil, palm",885,0,0,100
huile d olive,1 c. à soupe,5,424,1.133,"Huile végétale, sésame","Vegetable oil, sesame",885,0,0,100
beurre,1 c. à soupe,1,16,1.3,"Beurre, fouetté","Butter, whipped",731,0.49,0,78.3
beurre,1 c. à soupe,2,118,1.3,"Beurre, salé","Butter, regular",717,0.85,0.06,81.11
beurre,1 c. à soupe,3,92,1.133,"Beurre, sans sel","Butter, unsalted",717,0.85,0.06,81.11
beurre,1 c. à soupe,4,5307,1.133,"Beurre, léger, salé","Butter, light, salted",499,3.3,0,55.1
beurre,1 c. à soupe,5,7829,1.133,"Beurre, beurre clarifié (ghee)","Butter, Clarified butter (ghee)",900,0,0,100
mayonnaise,1 c. à soupe,1,531,0.733,"Vinaigrette, mayonnaise, régulière","Salad dressing, mayonnaise, regular",680,0.96,0.57,74.85
mayonnaise,1 c. à soupe,2,527,0.65,"Vinaigrette, type mayonnaise, régulière","Salad dressing, mayonnaise type, regular",250,0.65,14.78,21.6
mayonnaise,1 c. à soupe,3,5620,0.65,"Vinaigrette, mayonnaise, sans cholestérol","Salad dressing, mayonnaise, no cholesterol",688,0,0.3,77.8
mayonnaise,1 c. à soupe,4,6533,0.65,"Vinaigrette, mayonnaise, imitation, soya","Salad dressing, mayonnaise, imitation, soybean",232,0.3,16,19.2
mayonnaise,1 c. à soupe,5,5332,0.6,"Vinaigrette, mayonnaise, teneur réduite en gras","Salad dressing, mayonnaise, reduced fat",238,0.37,9.23,22.22
ketchup,1 c. à soupe,1,2494,0.733,"Tomates, ketchup (catsup)",Tomato ketchup (catsup),101,1.04,27.4,0.1
ketchup,1 c. à soupe,2,2498,0.6,"Tomates, ketchup (catsup), faible en sodium","Tomato ketchup (catsup), low sodium",101,1.04,27.4,0.1
vinaigrette,2 c. à soupe,1,524,1.133,"Vinaigrette, Russe, régulière","Salad dressing, Russian, regular",355,0.69,31.9,26.18
vinaigrette,2 c. à soupe,2,528,1.133,"Vinaigrette, Française, hypocalorique","Salad dressing, French, low calorie",222,0.58,31.22,11.52
vinaigrette,2 c. à soupe,3,529,1.133,"Vinaigrette, Italienne, hypocalorique","Salad dressing, Italian, low calorie",102,0.39,9.99,6.68
vinaigrette,2 c. à soupe,4,531,1.133,"Vinaigrette, mayonnaise, régulière","Salad dressing, mayonnaise, regular",680,0.96,0.57,74.85
vinaigrette,2 c. à soupe,5,532,1.133,"Vinaigrette, Italienne, régulière","Salad dressing, Italian, regular",240,0.41,12.12,21.12
sauce ranch,2 c. à soupe,1,5330,0.733,"Vinaigrette, ranch, régulière","Salad dressing, ranch dressing, regular",430,1.32,5.9,44.54
sauce ranch,2 c. à soupe,2,4129,0.65,"Grignotises, croustilles, tortilla, ranch","Snacks, tortilla chips, ranch",502,7.19,62.74,24.63
sauce ranch,2 c. à soupe,3,5329,0.65,"Vinaigrette, ranch, sans gras","Salad dressing, ranch dressing, fat free",119,0.25,26.51,1.92
sauce ranch,2 c. à soupe,4,5331,0.6,"Vinaigrette, ranch, teneur réduite en gras","Salad dressing, ranch dressing, reduced fat",196,1.25,21.33,12.42
sauce ranch,2 c. à soupe,5,5534,0.6,"Haricots, chili, barbecue, ranch, cuit","Beans, chili, barbecue, ranch style, cooked",97,5,16.9,1
sauce césar,2 c. à soupe,1,5515,0.9,"Vinaigrette, César, régulière","Salad dressing, Caesar dressing, regular",542,2.17,3.3,57.85
sauce césar,2 c. à soupe,2,5521,0.4,"Vinaigrette, César, hypocalorique","Salad dressing, Caesar, low calorie",110,0.3,18.6,4.4
sauce césar,2 c. à soupe,3,7047,0.4,"Vinaigrette, César, sans gras","Salad dressing, Caesar, fat free",131,1.47,30.73,0.23
sauce césar,2 c. à soupe,4,6903,0.333,"Sauce, Hollandaise","Sauce, Hollandaise (butter sauce)",430,4.61001,0.97131,46.10538
sauce césar,2 c. à soupe,5,7715,0.333,"Sauce, rosée","Sauce, rosé (pink)",153,3.402,8.698,11.781
salsa,1/4 tasse,1,1025,0.6,"Sauce, salsa, prête-à-servir","Sauce, salsa, ready-to-serve",29,1.52,6.64,0.17
salsa,1/4 tasse,2,6740,0.6,"Salade de taco avec salsa, faite maison","Salad, taco, with salsa, homemade",150,9.147,10.124,8.292
salsa,1/4 tasse,3,7133,0.6,"Sauces, fromage et salsa, moyenne","Sauce, cheese and salsa, medium",129,2.7,10.65,8.43
salsa,1/4 tasse,4,7044,0.567,"Sauce, salsa verde (verte), prête-à-servir","Sauce, salsa, verde, ready-to-serve",38,1.13,6.36,0.89
miel,1 c. à soupe,1,7074,0.733,"Craquelin, sésame et miel","Cracker, honey sesame",398,8.7,72.2,10.4
miel,1 c. à soupe,2,1605,0.65,"Melon, miel (honeydew), cru","Melon, honeydew, raw",36,0.54,9.09,0.14
miel,1 c. à soupe,3,3897,0.65,"Beigne, levure (miel), givré","Doughnut (donut), yeast-leavened (honey bun), glazed",421,6.14,47.93,22.7
miel,1 c. à soupe,4,4294,0.6,"Confiseries, miel, filtre ou extrait","Sweets, honey, strained or extracted",304,0.3,82.4,0
miel,1 c. à soupe,5,7045,0.6,"Vinaigrette, moutarde au miel, régulière","Salad dressing, honey mustard, regular",464,0.87,23.33,40.83
confiture,1 c. à soupe,1,1681,0.8,"Jambose (pommes de rose), crue","Rose-apple, raw",25,0.6,5.7,0.3
confiture,1 c. à soupe,2,1862,0.8,"Jambon, maigre, en conserve","Ham, lean, canned",144,17.97,0,7.46
confiture,1 c. à soupe,3,1865,0.8,"Jambon, régulier (13% de gras), en conserve","Ham, regular (13% fat), canned",226,20.53,0.42,15.2
confiture,1 c. à soupe,4,1942,0.8,"Jambon, extra maigre, en conserve","Ham, extra lean, canned",120,16.4,0.2,4.4
confiture,1 c. à soupe,5,7190,0.8,"Jambon, flocons, conserve","Ham, flaked, canned",136,16,0.2,7.4
pain,1 tranche,1,3700,1.3,"Pain, Italien","Bread, Italian",260,8.82,49.44,2.51
pain,1 tranche,2,3711,1.3,"Pain, seigle foncé (pumpernickel)","Bread, pumpernickel",251,7.33,51.05,1.65
pain,1 tranche,3,4065,1.3,"Pain, seigle","Bread, rye",251,9.04,48.78,1.99
pain,1 tranche,4,4082,1.3,"Pain, bannique (banique)","Bread, bannock",340,5.583,33.522,20.092
pain,1 tranche,5,6785,1.3,Pain de pommes de terre (patates),"Bread, potato",266,12.5,47.07,3.13
riz,1 tasse cuite,1,7448,1.3,Riz espagnol,"Rice, Spanish rice",185,3.28,31.16,5.29
riz,1 tasse cuite,2,7441,1.05,"Riz espagnol, mélange, non préparé","Rice, spanish rice mix, unprepared",363,10.62,76.45,1.62
riz,1 tasse cuite,3,7442,1.05,"Riz espagnol, mélange, préparé","Rice, spanish rice mix, prepared",125,3.27,22.74,2.38
riz,1 tasse cuite,4,7696,0.967,"Riz, saveur de fromage, mélange sec, non préparé","Rice, cheese flavour, dry mix, unprepared",362,8.77,73.88,3.51
riz,1 tasse cuite,5,7701,0.967,"Riz, blanc et sausage, arômatisé, non préparé","Rice, white and wild, flavoured, unprepared",142,3.49,26.28,2.57
pâtes,1 tasse cuite,1,4452,1.133,"Pâtes, maïs, sèches","Pasta, corn, dry",357,7.46,79.26,2.08
pâtes,1 tasse cuite,2,4453,1.133,"Pâtes, maïs, cuites","Pasta, corn, cooked",126,2.63,27.91,0.73
pâtes,1 tasse cuite,3,4874,1.05,"Pâtes, nouilles de riz, cuites","Pasta, rice noodles, cooked",108,1.79,24.01,0.2
pâtes,1 tasse cuite,4,4888,1.05,"Pâtes, nouilles de riz, sèches","Pasta, rice noodles, dry",364,5.95,80.18,0.56
pâtes,1 tasse cuite,5,4458,1,"Pâtes, nouilles aux oeufs, enrichies, cuites","Pasta, egg noodles, enriched, cooked",138,4.54,25.16,2.07
skyr 0%,1 contenant (150 g),1,3885,0.333,"Croutons, nature","Croutons, plain",407,11.9,73.5,6.6
skyr 0%,1 contenant (150 g),2,6607,0.333,"Dumpling, nature","Dumpling, plain",197,3.489,21.636,10.719
skyr 0%,1 contenant (150 g),3,7910,0.333,"Crumpets, nature","Crumpets, plain",214.4178,6.296156412,45.627543588,0.747
skyr 0%,1 contenant (150 g),4,3739,0.25,"Pain, bâtonnet, nature","Bread stick, plain",412,12,68.4,9.5
skyr 0%,1 contenant (150 g),5,3862,0.25,"Craquelin, matzo, nature","Cracker, matzo, plain",395,10,83.7,1.4
yogourt,3/4 tasse,1,5610,1.3,"Yogourt, tofu","Yogourt (yogurt), tofu",94,3.5,15.96,1.8
yogourt,3/4 tasse,2,6987,1.133,"Yogourt, soya, nature","Yogourt (yogurt), soy, plain",68,3.72,9.78,1.65
yogourt,3/4 tasse,3,6997,1.05,"Yogourt, garniture granola/céréales","Yogourt (yogurt), with crunchy granola/cereal topping",121,5.03,19.12,2.91
yogourt,3/4 tasse,4,7121,1.05,"Yogourt de chevre, nature","Yogourt (yogurt), goat, plain",74,6.38,6.52,2.41
yogourt,3/4 tasse,5,6989,1,"Yogourt, soya, saveurs de fruits","Yogourt (yogurt), soy, fruit flavoured",82,3.82,13.13,1.71
poulet,170 g,1,1144,1.133,"Poulet, tartinade à sandwich, conserve","Chicken spread, canned",159,18.01,4.05,17.56
poulet,170 g,2,5334,1.133,"Poulet, pieds, bouillis","Chicken, feet, boiled",215,19.4,0.2,14.6
poulet,170 g,3,571,1.05,"Poulet à griller, abats, cru","Chicken, broiler, giblets, raw",124,17.88,1.8,4.47
poulet,170 g,4,573,1.05,"Poulet à griller, abats, mijoté","Chicken, broiler, giblets, simmered",157,27.15,0,4.5
poulet,170 g,5,574,1.05,"Poulet à griller, gésier, cru","Chicken, broiler, gizzard, raw",94,17.66,0,2.06
fromage,30 g,1,2,1.3,Soufflé au fromage,Cheese souffle,204,9.54415,5.911,15.7047
fromage,30 g,2,18,1.3,Fromage bleu,"Cheese, blue",353,21.4,2.34,28.74
fromage,30 g,3,19,1.3,Fromage brick,"Cheese, brick",395,24.46,4.74,30.958
fromage,30 g,4,20,1.3,Fromage brie,"Cheese, brie",359,18.38,6.86,28.899
fromage,30 g,5,21,1.3,Fromage camembert,"Cheese, camembert",300,19.8,0.46,24.26
